speaker,text,date,year,debate_id
Kaine,"Elaine, this is a fundamental question, a fundamental question. Hillary and I are both people out of religious backgrounds, from Methodist church experience, which was really formative for her as a public servant.",2016-10-04,2016,2016_October_4_2016
Pence,"No, it’s really not. Donald Trump and I would never support legislation that punished women who made the heartbreaking choice to end a pregnancy.",2016-10-04,2016,2016_October_4_2016
Kaine,Then why did Donald Trump say that?,2016-10-04,2016,2016_October_4_2016
Pence,We just never would.,2016-10-04,2016,2016_October_4_2016
Kaine,Why did he say that?,2016-10-04,2016,2016_October_4_2016
Pence,"Well, look, it’s — look, he’s not a polished politician like you and Hillary Clinton. And so…",2016-10-04,2016,2016_October_4_2016
Kaine,"Well, I would admit that’s not a polished…[crosstalk]",2016-10-04,2016,2016_October_4_2016
Pence,"You know, things don’t always come out exactly the way he means them.",2016-10-04,2016,2016_October_4_2016
Kaine,"Well, can I say…",2016-10-04,2016,2016_October_4_2016
Pence,But I’m telling you what the policy of our administration would be.,2016-10-04,2016,2016_October_4_2016
Kaine,"Great line from the — great line from the gospel of Matthew. From the fullness of the heart, the mouth speaks.",2016-10-04,2016,2016_October_4_2016
Kaine,When Donald Trump says women should be punished or Mexicans are rapists and criminals…,2016-10-04,2016,2016_October_4_2016
Pence,I’m telling you…,2016-10-04,2016,2016_October_4_2016
Kaine,"… or John McCain is not a hero, he is showing you who he is.",2016-10-04,2016,2016_October_4_2016
Pence,"Senator, you’ve whipped out that Mexican thing again. He — look…",2016-10-04,2016,2016_October_4_2016
Kaine,Can you defend it?,2016-10-04,2016,2016_October_4_2016
Pence,"There are criminal aliens in this country, Tim, who have come into this country illegally who are perpetrating violence and taking American lives.",2016-10-04,2016,2016_October_4_2016
Kaine,You want to — you want to use a big broad brush against Mexicans on that?,2016-10-04,2016,2016_October_4_2016
Pence,"He also said and many of them are good people. You keep leaving that out of your quote. And if you want me to go there, I’ll go there.",2016-10-04,2016,2016_October_4_2016
Kaine,This is important —,2016-10-04,2016,2016_October_4_2016
Pence,… bring the — let’s welcome the children into our world. There are so many families around the country who can’t have children. We could improve adoption…,2016-10-04,2016,2016_October_4_2016
Kaine,"But, Governor…",2016-10-04,2016,2016_October_4_2016
Pence,… so that families that can’t have children can adopt more readily those children from crisis pregnancies.,2016-10-04,2016,2016_October_4_2016
Kaine,"Governor, why don’t you trust women to make this choice for themselves? We can encourage people to support life. Of course we can. But why don’t you trust women? Why doesn’t Donald Trump trust women to make this choice for themselves?",2016-10-04,2016,2016_October_4_2016
Pence,Because there are…,2016-10-04,2016,2016_October_4_2016
Kaine,"… but on fundamental issues of morality, we should let women make their own decisions.",2016-10-04,2016,2016_October_4_2016
Pence,"Because there is — a society can be judged by how it deals with its most vulnerable, the aged, the infirm, the disabled, and the unborn. I believe it with all my heart. And I couldn’t be more proud to be standing with a pro-life candidate in Donald Trump.",2016-10-04,2016,2016_October_4_2016
Quijano,"I do have one final question for you both tonight. It has been a divisive campaign. Senator Kaine, if your ticket wins, what specifically are you going to do to unify the country and reassure the people who voted against you?",2016-10-04,2016,2016_October_4_2016
Kaine,"That’s a really important one. That may be the $64,000 question, because it has been a divisive campaign. And again, Hillary is running a campaign about stronger together, and Donald Trump — and this is — this is not directed at this man, except to the extent that he can’t defend Donald Trump — Donald Trump has run a campaign that’s been about one insult after the next.",2016-10-04,2016,2016_October_4_2016
Quijano,"Governor, how will you unify the country if you win?",2016-10-04,2016,2016_October_4_2016
Pence,"Well, thank you, Elaine, and thanks for a great discussion…",2016-10-04,2016,2016_October_4_2016
Kaine,Absolutely.,2016-10-04,2016,2016_October_4_2016
Pence,"… tonight. Thank you, Senator.",2016-10-04,2016,2016_October_4_2016
Quijano,"All right, gentlemen, thank you so much.",2016-10-04,2016,2016_October_4_2016
